iter,version,params,episodes,mean_rewards,total_run_time,epsilon
299,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.01, 'version': 'v1'}",10000,42.63,4.6730968952178955,9.381755897326649e-14
300,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.05, 'version': 'v0'}",8814,195.27,8.231063842773438,0.11870000000009619
301,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.05, 'version': 'v1'}",10000,117.92,10.719366073608398,9.381755897326649e-14
302,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.1, 'version': 'v0'}",8225,195.13,8.667552947998047,0.17760000000009057
303,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.0001, 'learning_rate_a': 0.1, 'version': 'v1'}",9586,479.86,13.66958498954773,0.041500000000093976
304,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.001, 'version': 'v0'}",1000,21.52,0.3918306827545166,0.0
305,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.001, 'version': 'v1'}",1000,34.82,0.45524024963378906,0.0
306,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.01, 'version': 'v0'}",1000,29.32,0.43152427673339844,0.0
307,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.01, 'version': 'v1'}",1000,16.39,0.3662087917327881,0.0
308,v0,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.05, 'version': 'v0'}",1000,53.42,0.5648539066314697,0.0
309,v1,"{'discount_factor_g': 0.9400000000000001, 'discretizer': 15, 'epsilon_decay_rate': 0.001, 'learning_rate_a': 0.05, 'version': 'v1'}",1000,67.46,0.5907027721405029,0.0
